"Date" "Slevel_ft" "Slevel_m" "Sarea_m2" "Svol_m3" "Nlevel_ft" "Nlevel_m" "Narea_m2" "Nvol_m3" "TotalArea_m2" "TotalVol_m3"
1994-01-16 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-17 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-18 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-19 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-20 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-21 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-22 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-23 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.4 1279.36752 1346418527.15498 5866927100.71517 3820106383.67233 17416118041.9044
1994-01-24 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-01-25 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-01-26 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-01-27 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-01-28 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-01-29 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-01-30 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-01-31 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-02-01 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-02 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-03 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-04 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-05 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-06 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-07 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-08 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-09 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-02-10 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-02-11 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.7 1279.45896 1368184110.83514 5991465410.84078 3894594516.86947 17768786733.0029
1994-02-12 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-13 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-02-14 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-15 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-16 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-17 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.5 1279.398 1357542850.02479 5907923767.07619 3831230706.54214 17457114708.2654
1994-02-18 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-19 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.7 1279.45896 1368184110.83514 5991465410.84078 3859446150.52469 17616699812.3537
1994-02-20 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.5 1279.398 1357542850.02479 5907923767.07619 3848804889.71433 17533158168.5891
1994-02-21 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-22 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-02-23 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.6 1279.42848 1362863480.43 5949694588.95879 3854125520.11955 17574928990.4717
1994-02-24 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.7 1279.45896 1368184110.83514 5991465410.84078 3859446150.52469 17616699812.3537
1994-02-25 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.7 1279.45896 1368184110.83514 5991465410.84078 3859446150.52469 17616699812.3537
1994-02-26 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-02-27 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-02-28 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.8 1279.48944 1373504741.24036 6033236232.72339 3882340964.10237 17734514094.5612
1994-03-01 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-03-02 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.7 1279.45896 1368184110.83514 5991465410.84078 3877020333.69715 17692743272.6786
1994-03-03 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.8 1279.48944 1373504741.24036 6033236232.72339 3882340964.10237 17734514094.5612
1994-03-04 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.8 1279.48944 1373504741.24036 6033236232.72339 3882340964.10237 17734514094.5612
1994-03-05 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.9 1279.51992 1378825371.64554 6075007054.60568 3887661594.50755 17776284916.4435
1994-03-06 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-07 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-08 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-09 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-10 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-11 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198 1279.5504 1384146002.05076 6116777876.48829 3910556408.08509 17894099198.6504
1994-03-12 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-03-13 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-14 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-15 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-16 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-17 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-18 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-19 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-20 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.9 1279.51992 1378825371.64554 6075007054.60568 3905235777.67987 17852328376.7678
1994-03-21 4199.9 1280.12952 2526410406.03433 11777321322.1621 4197.8 1279.48944 1373504741.24036 6033236232.72339 3899915147.27469 17810557554.8855
1994-03-22 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-03-23 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-03-24 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-03-25 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-03-26 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-03-27 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-03-28 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-03-29 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-03-30 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-03-31 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-04-01 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-04-02 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-04-03 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-04-04 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-05 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198 1279.5504 1384146002.05076 6116777876.48829 3949187587.63719 18050004867.2811
1994-04-06 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-04-07 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-08 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-04-09 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-10 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-04-11 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-12 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-13 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-14 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-04-15 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-16 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-17 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-18 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-19 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-20 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-21 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-22 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-23 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-24 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-04-25 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-26 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-04-27 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-04-28 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-04-29 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-04-30 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.1 1279.58088 1395953825.25649 6160235919.70383 3982052407.22241 18173325118.8019
1994-05-01 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-02 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.1 1279.58088 1395953825.25649 6160235919.70383 3982052407.22241 18173325118.8019
1994-05-03 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-04 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-05 4200.3 1280.25144 2607155578.34557 12092951407.4039 4198.2 1279.61136 1407761648.46213 6203693962.91904 4014917226.8077 18296645370.3229
1994-05-06 4200.3 1280.25144 2607155578.34557 12092951407.4039 4198.2 1279.61136 1407761648.46213 6203693962.91904 4014917226.8077 18296645370.3229
1994-05-07 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-08 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-09 4200.3 1280.25144 2607155578.34557 12092951407.4039 4198.2 1279.61136 1407761648.46213 6203693962.91904 4014917226.8077 18296645370.3229
1994-05-10 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-11 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-12 4200.3 1280.25144 2607155578.34557 12092951407.4039 4198.2 1279.61136 1407761648.46213 6203693962.91904 4014917226.8077 18296645370.3229
1994-05-13 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-14 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-15 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-05-16 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-17 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-18 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-19 4200.2 1280.22096 2586098581.96592 12013089199.098 4198.2 1279.61136 1407761648.46213 6203693962.91904 3993860230.42805 18216783162.0171
1994-05-20 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-05-21 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-05-22 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-05-23 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-05-24 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-05-25 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-05-26 4200 1280.16 2543984589.20678 11853364782.4869 4198 1279.5504 1384146002.05076 6116777876.48829 3928130591.25755 17970142658.9752
1994-05-27 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.1 1279.58088 1395953825.25649 6160235919.70383 3960995410.84292 18093462910.4966
1994-05-28 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-05-29 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-05-30 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-05-31 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-06-01 4200 1280.16 2543984589.20678 11853364782.4869 4198.2 1279.61136 1407761648.46213 6203693962.91904 3951746237.66891 18057058745.406
1994-06-02 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-06-03 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-06-04 4200 1280.16 2543984589.20678 11853364782.4869 4198.2 1279.61136 1407761648.46213 6203693962.91904 3951746237.66891 18057058745.406
1994-06-05 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-06-06 4200.1 1280.19048 2565041585.58643 11933226990.7928 4198.2 1279.61136 1407761648.46213 6203693962.91904 3972803234.04856 18136920953.7118
1994-06-07 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198.1 1279.58088 1395953825.25649 6160235919.70383 3922364231.29082 17937557241.8659
1994-06-08 4200 1280.16 2543984589.20678 11853364782.4869 4198.1 1279.58088 1395953825.25649 6160235919.70383 3939938414.46327 18013600702.1908
1994-06-09 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198 1279.5504 1384146002.05076 6116777876.48829 3910556408.08509 17894099198.6504
1994-06-10 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198 1279.5504 1384146002.05076 6116777876.48829 3910556408.08509 17894099198.6504
1994-06-11 4199.8 1280.09904 2508836222.862 11701277861.8378 4198 1279.5504 1384146002.05076 6116777876.48829 3892982224.91276 17818055738.3261
1994-06-12 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198 1279.5504 1384146002.05076 6116777876.48829 3910556408.08509 17894099198.6504
1994-06-13 4199.8 1280.09904 2508836222.862 11701277861.8378 4198.1 1279.58088 1395953825.25649 6160235919.70383 3904790048.11849 17861513781.5416
1994-06-14 4199.9 1280.12952 2526410406.03433 11777321322.1621 4198.1 1279.58088 1395953825.25649 6160235919.70383 3922364231.29082 17937557241.8659
1994-06-15 4199.8 1280.09904 2508836222.862 11701277861.8378 4197.9 1279.51992 1378825371.64554 6075007054.60568 3887661594.50755 17776284916.4435
1994-06-16 4199.8 1280.09904 2508836222.862 11701277861.8378 4198.1 1279.58088 1395953825.25649 6160235919.70383 3904790048.11849 17861513781.5416
1994-06-17 4199.7 1280.06856 2491262039.68955 11625234401.5129 4198 1279.5504 1384146002.05076 6116777876.48829 3875408041.74031 17742012278.0012
1994-06-18 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.9 1279.51992 1378825371.64554 6075007054.60568 3870087411.33509 17700241456.1186
1994-06-19 4199.7 1280.06856 2491262039.68955 11625234401.5129 4197.9 1279.51992 1378825371.64554 6075007054.60568 3870087411.33509 17700241456.1186
1994-06-20 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-21 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-22 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.8 1279.48944 1373504741.24036 6033236232.72339 3847192597.75772 17582427173.9126
1994-06-23 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-24 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-25 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-26 4199.7 1280.06856 2491262039.68955 11625234401.5129 4198 1279.5504 1384146002.05076 6116777876.48829 3875408041.74031 17742012278.0012
1994-06-27 4199.6 1280.03808 2473687856.51735 11549190941.1892 4197.9 1279.51992 1378825371.64554 6075007054.60568 3852513228.1629 17624197995.7949
1994-06-28 4199.5 1280.0076 2456113673.3449 11473147480.8644 4197.8 1279.48944 1373504741.24036 6033236232.72339 3829618414.58526 17506383713.5878
1994-06-29 4199.5 1280.0076 2456113673.3449 11473147480.8644 4197.9 1279.51992 1378825371.64554 6075007054.60568 3834939044.99044 17548154535.4701
1994-06-30 4199.5 1280.0076 2456113673.3449 11473147480.8644 4197.8 1279.48944 1373504741.24036 6033236232.72339 3829618414.58526 17506383713.5878
1994-07-01 4199.5 1280.0076 2456113673.3449 11473147480.8644 4197.9 1279.51992 1378825371.64554 6075007054.60568 3834939044.99044 17548154535.4701
1994-07-02 4199.4 1279.97712 2440506076.56444 11399288722.2717 4197.9 1279.51992 1378825371.64554 6075007054.60568 3819331448.20998 17474295776.8774
1994-07-03 4199.5 1280.0076 2456113673.3449 11473147480.8644 4197.8 1279.48944 1373504741.24036 6033236232.72339 3829618414.58526 17506383713.5878
1994-07-04 4199.4 1279.97712 2440506076.56444 11399288722.2717 4197.7 1279.45896 1368184110.83514 5991465410.84078 3808690187.39958 17390754133.1125
1994-07-05 4199.4 1279.97712 2440506076.56444 11399288722.2717 4197.8 1279.48944 1373504741.24036 6033236232.72339 3814010817.8048 17432524954.9951
1994-07-06 4199.3 1279.94664 2424898479.78409 11325429963.6797 4197.7 1279.45896 1368184110.83514 5991465410.84078 3793082590.61924 17316895374.5204
1994-07-07 4199.3 1279.94664 2424898479.78409 11325429963.6797 4197.7 1279.45896 1368184110.83514 5991465410.84078 3793082590.61924 17316895374.5204
1994-07-08 4199.3 1279.94664 2424898479.78409 11325429963.6797 4197.7 1279.45896 1368184110.83514 5991465410.84078 3793082590.61924 17316895374.5204
1994-07-09 4199.2 1279.91616 2409290883.00363 11251571205.087 4197.7 1279.45896 1368184110.83514 5991465410.84078 3777474993.83878 17243036615.9278
1994-07-10 4199.3 1279.94664 2424898479.78409 11325429963.6797 4197.7 1279.45896 1368184110.83514 5991465410.84078 3793082590.61924 17316895374.5204
1994-07-11 4199.2 1279.91616 2409290883.00363 11251571205.087 4197.7 1279.45896 1368184110.83514 5991465410.84078 3777474993.83878 17243036615.9278
1994-07-12 4199.2 1279.91616 2409290883.00363 11251571205.087 4197.7 1279.45896 1368184110.83514 5991465410.84078 3777474993.83878 17243036615.9278
1994-07-13 4199.2 1279.91616 2409290883.00363 11251571205.087 4197.7 1279.45896 1368184110.83514 5991465410.84078 3777474993.83878 17243036615.9278
1994-07-14 4199.2 1279.91616 2409290883.00363 11251571205.087 4197.6 1279.42848 1362863480.43 5949694588.95879 3772154363.43364 17201265794.0458
1994-07-15 4199.1 1279.88568 2393683286.22329 11177712446.495 4197.6 1279.42848 1362863480.43 5949694588.95879 3756546766.65329 17127407035.4537
1994-07-16 4199.1 1279.88568 2393683286.22329 11177712446.495 4197.6 1279.42848 1362863480.43 5949694588.95879 3756546766.65329 17127407035.4537
