STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100530,0.08,0.3,0.71,4.83,20.78,263,144,25,3,2,17.8,-3.8,24.8,10.8,-13.5,-14.1,-12.3,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100531,0.08,0.3,0.69,4.95,20.9,260,142,24,3,2,18,-3.8,25,11,-13.5,-14.1,-12.3,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100601,0.08,0.3,0.69,0.13,21.03,257,140,23,3,-9999,18.2,-3.7,25.2,11.2,-13.5,-14.1,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100602,0.08,0.3,0.69,0.25,21.16,253,137,23,3,-9999,18.3,-3.7,25.4,11.3,-13.6,-14.1,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100603,0.08,0.28,0.69,0.38,21.29,249,135,22,3,-9999,18.5,-3.6,25.6,11.4,-13.6,-14.1,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100604,0.08,0.28,0.69,0.51,21.41,245,132,21,3,-9999,18.7,-3.6,25.8,11.6,-13.6,-14.1,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100605,0.08,0.28,0.66,0.64,21.54,240,129,21,3,-9999,18.9,-3.5,26,11.7,-13.6,-14.2,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100606,0.08,0.28,0.66,0.74,21.64,236,126,20,3,-9999,19.1,-3.4,26.2,11.9,-13.6,-14.2,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100607,0.08,0.28,0.66,0.86,21.77,231,123,19,3,-9999,19.2,-3.4,26.4,12.1,-13.6,-14.2,-12.4,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100608,0.08,0.28,0.64,0.97,21.87,226,120,19,3,-9999,19.4,-3.4,26.6,12.2,-13.6,-14.2,-12.5,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100609,0.08,0.28,0.64,1.07,21.97,221,116,18,3,-9999,19.6,-3.3,26.8,12.4,-13.6,-14.2,-12.5,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100610,0.08,0.28,0.64,1.17,22.07,215,113,18,3,0,19.8,-3.3,27.1,12.6,-13.6,-14.2,-12.5,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100611,0.08,0.25,0.64,1.27,22.17,210,110,17,3,0,20,-3.2,27.3,12.7,-13.6,-14.2,-12.6,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100612,0.08,0.25,0.61,1.37,22.28,205,106,16,3,0,20.2,-3.2,27.5,12.9,-13.7,-14.3,-12.6,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100613,0.08,0.25,0.61,1.45,22.35,199,102,16,3,0,20.4,-3.1,27.7,13.1,-13.7,-14.3,-12.6,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100614,0.08,0.25,0.61,1.55,22.45,194,99,15,3,0,20.6,-3.1,27.9,13.2,-13.7,-14.3,-12.6,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100615,0.08,0.25,0.58,1.63,22.53,189,95,14,3,0,20.8,-3,28.2,13.4,-13.7,-14.3,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100616,0.08,0.25,0.58,1.7,22.61,183,92,14,3,0,21,-2.9,28.4,13.6,-13.7,-14.3,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100617,0.08,0.23,0.58,1.78,22.68,178,88,13,3,0,21.2,-2.9,28.6,13.8,-13.7,-14.3,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100618,0.08,0.23,0.56,1.85,22.76,173,84,13,3,0,21.4,-2.8,28.9,13.9,-13.7,-14.4,-12.8,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100619,0.08,0.23,0.56,1.93,22.83,168,80,12,3,0,21.6,-2.8,29.1,14.1,-13.8,-14.4,-12.8,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100620,0.08,0.23,0.56,2.01,22.91,163,77,11,3,0,21.8,-2.8,29.3,14.3,-13.8,-14.4,-12.9,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100621,0.08,0.2,0.53,2.06,22.96,159,74,11,3,0,22.1,-2.7,29.6,14.5,-13.8,-14.4,-12.9,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100622,0.08,0.2,0.53,2.11,23.01,154,71,10,3,0,22.2,-2.7,29.8,14.7,-13.9,-14.5,-13,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100623,0.08,0.2,0.51,2.18,23.09,150,68,10,3,0,22.4,-2.6,30.1,14.9,-13.9,-14.5,-13.1,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100624,0.08,0.2,0.51,2.24,23.14,146,65,9,3,0,22.7,-2.6,30.3,15.1,-13.9,-14.5,-13.1,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100625,0.08,0.2,0.51,2.29,23.19,143,62,9,2,0,22.9,-2.6,30.5,15.3,-14,-14.6,-13.2,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100626,0.08,0.18,0.48,2.34,23.24,140,60,8,2,0,23.1,-2.5,30.7,15.4,-14,-14.6,-13.2,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100627,0.08,0.18,0.48,2.36,23.27,137,58,8,2,0,23.3,-2.4,30.9,15.6,-14.1,-14.6,-13.3,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100628,0.05,0.18,0.48,2.41,23.32,135,56,8,2,0,23.5,-2.4,31.2,15.8,-14.1,-14.6,-13.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100629,0.05,0.18,0.48,2.44,23.34,133,54,7,2,0,23.7,-2.4,31.4,16,-14.2,-14.6,-13.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100630,0.05,0.18,0.48,2.49,23.39,132,53,7,2,0,23.9,-2.4,31.6,16.2,-14.2,-14.6,-13.5,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100701,0.05,0.18,0.46,0.05,23.44,131,52,7,2,0,24.1,-2.3,31.8,16.4,-14.2,-14.7,-13.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100702,0.05,0.18,0.46,0.08,23.47,130,51,7,2,0,24.3,-2.3,32,16.6,-14.3,-14.7,-13.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100703,0.05,0.18,0.46,0.13,23.52,129,50,7,2,0,24.4,-2.3,32.2,16.7,-14.3,-14.7,-13.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100704,0.05,0.15,0.46,0.15,23.55,129,49,7,2,0,24.6,-2.3,32.4,16.9,-14.4,-14.7,-13.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100705,0.05,0.15,0.46,0.18,23.57,129,49,7,2,0,24.8,-2.3,32.6,17.1,-14.4,-14.7,-13.8,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100706,0.05,0.15,0.46,0.23,23.62,129,49,7,1,0,24.9,-2.2,32.7,17.2,-14.4,-14.7,-13.8,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100707,0.05,0.15,0.46,0.25,23.65,130,49,7,1,0,25.1,-2.2,32.9,17.3,-14.4,-14.7,-13.9,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100708,0.05,0.15,0.43,0.3,23.7,131,49,7,1,0,25.3,-2.2,33.1,17.5,-14.5,-14.7,-13.9,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100709,0.05,0.15,0.43,0.36,23.75,132,49,7,1,0,25.4,-2.2,33.2,17.7,-14.6,-14.7,-13.9,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100710,0.05,0.15,0.43,0.38,23.77,133,49,7,1,0,25.6,-2.2,33.4,17.8,-14.6,-14.7,-14,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100711,0.05,0.15,0.43,0.43,23.83,133,49,7,1,0,25.7,-2.2,33.5,17.9,-14.6,-14.7,-14.1,-14.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100712,0.05,0.13,0.43,0.48,23.88,135,49,7,1,0,25.8,-2.2,33.6,18.1,-14.7,-14.7,-14.1,-14.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100713,0.05,0.13,0.43,0.53,23.93,136,49,7,1,0,25.9,-2.2,33.7,18.2,-14.7,-14.7,-14.1,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100714,0.05,0.13,0.41,0.58,23.98,137,50,7,1,0,26.1,-2.2,33.8,18.3,-14.7,-14.7,-14.2,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100715,0.05,0.13,0.41,0.66,24.05,139,50,7,1,0,26.2,-2.2,33.9,18.4,-14.8,-14.7,-14.2,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100716,0.05,0.13,0.41,0.71,24.1,140,51,7,1,0,26.2,-2.2,34.1,18.4,-14.8,-14.7,-14.2,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100717,0.05,0.13,0.41,0.76,24.16,142,51,7,1,0,26.3,-2.2,34.1,18.6,-14.8,-14.7,-14.3,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100718,0.05,0.13,0.41,0.84,24.23,144,52,7,1,0,26.4,-2.2,34.2,18.6,-14.8,-14.7,-14.3,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100719,0.05,0.13,0.41,0.89,24.28,146,53,8,1,0,26.4,-2.2,34.2,18.7,-14.9,-14.7,-14.3,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100720,0.05,0.13,0.41,0.94,24.33,148,54,8,1,0,26.5,-2.3,34.3,18.8,-14.9,-14.7,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100721,0.05,0.13,0.41,1.02,24.41,150,55,8,1,0,26.6,-2.3,34.3,18.8,-14.9,-14.7,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100722,0.05,0.13,0.41,1.07,24.46,152,56,8,1,0,26.6,-2.3,34.4,18.9,-14.9,-14.7,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100723,0.05,0.13,0.41,1.12,24.51,154,57,8,1,0,26.7,-2.3,34.4,18.9,-15,-14.8,-14.5,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100724,0.05,0.13,0.41,1.17,24.56,156,58,9,1,0,26.7,-2.3,34.4,18.9,-15,-14.8,-14.5,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100725,0.05,0.13,0.41,1.22,24.61,158,58,9,1,0,26.7,-2.3,34.4,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100726,0.05,0.13,0.41,1.27,24.66,159,59,9,1,0,26.7,-2.3,34.4,19,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100727,0.05,0.13,0.41,1.32,24.71,160,59,9,1,0,26.7,-2.4,34.4,19,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100728,0.05,0.13,0.41,1.4,24.79,161,60,9,1,0,26.7,-2.4,34.4,19,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100729,0.05,0.13,0.41,1.45,24.84,162,60,8,1,0,26.7,-2.4,34.3,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100730,0.05,0.13,0.41,1.5,24.89,163,60,8,1,0,26.6,-2.4,34.3,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100731,0.05,0.13,0.41,1.55,24.94,164,60,8,1,0,26.6,-2.4,34.3,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100801,0.05,0.13,0.41,0.05,24.99,165,61,8,1,0,26.6,-2.5,34.2,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100802,0.05,0.13,0.38,0.1,25.04,166,61,8,1,0,26.5,-2.5,34.2,18.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100803,0.05,0.13,0.38,0.15,25.1,166,61,8,2,0,26.4,-2.5,34.1,18.8,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100804,0.05,0.13,0.38,0.2,25.15,167,61,8,2,0,26.4,-2.6,34,18.8,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100805,0.05,0.13,0.38,0.25,25.2,167,61,8,2,0,26.3,-2.6,33.9,18.7,-15.1,-14.8,-14.6,-14.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100806,0.05,0.13,0.38,0.3,25.25,168,61,8,2,0,26.2,-2.6,33.8,18.7,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100807,0.05,0.13,0.38,0.38,25.32,168,61,7,2,0,26.2,-2.6,33.8,18.6,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100808,0.05,0.13,0.38,0.43,25.37,169,62,7,2,0,26.1,-2.6,33.7,18.5,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100809,0.05,0.13,0.41,0.48,25.43,170,63,7,2,0,26,-2.6,33.6,18.4,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100810,0.05,0.13,0.41,0.53,25.48,171,64,7,2,0,25.9,-2.7,33.4,18.3,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100811,0.05,0.13,0.41,0.58,25.53,172,64,7,2,0,25.8,-2.7,33.3,18.2,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100812,0.05,0.13,0.41,0.64,25.58,172,65,7,2,0,25.7,-2.7,33.2,18.1,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100813,0.05,0.13,0.41,0.69,25.63,173,66,8,2,0,25.6,-2.7,33.1,18,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100814,0.05,0.15,0.43,0.71,25.65,173,67,8,2,0,25.4,-2.7,32.9,17.9,-15.1,-14.8,-14.6,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100815,0.05,0.15,0.43,0.76,25.7,174,68,8,2,0,25.3,-2.7,32.8,17.8,-15,-14.8,-14.5,-14.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100816,0.05,0.15,0.43,0.81,25.76,175,69,8,2,0,25.2,-2.7,32.7,17.7,-15,-14.8,-14.5,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100817,0.05,0.15,0.43,0.86,25.81,175,69,9,3,0,25.1,-2.8,32.6,17.6,-14.9,-14.8,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100818,0.05,0.15,0.43,0.91,25.86,175,70,9,3,0,24.9,-2.8,32.4,17.4,-14.9,-14.8,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100819,0.05,0.15,0.43,0.97,25.91,175,70,9,3,0,24.8,-2.8,32.3,17.3,-14.9,-14.8,-14.4,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100820,0.05,0.15,0.46,1.04,25.98,175,70,9,3,0,24.6,-2.8,32.1,17.1,-14.8,-14.8,-14.3,-14.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100821,0.05,0.15,0.46,1.09,26.03,175,71,9,3,0,24.4,-2.8,31.9,16.9,-14.8,-14.8,-14.3,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100822,0.05,0.15,0.46,1.14,26.09,175,71,9,3,0,24.3,-2.8,31.8,16.8,-14.8,-14.8,-14.3,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100823,0.05,0.15,0.46,1.19,26.14,175,72,10,3,0,24.1,-2.8,31.6,16.7,-14.8,-14.8,-14.2,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100824,0.05,0.15,0.46,1.27,26.21,176,73,10,3,0,23.9,-2.8,31.4,16.5,-14.7,-14.7,-14.2,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100825,0.05,0.15,0.46,1.32,26.26,176,73,10,3,0,23.8,-2.8,31.2,16.3,-14.7,-14.7,-14.1,-14.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100826,0.05,0.15,0.48,1.4,26.34,177,74,11,3,0,23.6,-2.8,31.1,16.1,-14.7,-14.7,-14.1,-14.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100827,0.05,0.18,0.48,1.45,26.39,177,75,11,3,0,23.4,-2.8,30.9,15.9,-14.6,-14.7,-14.1,-14.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100828,0.05,0.18,0.48,1.52,26.47,178,76,12,3,0,23.2,-2.9,30.7,15.8,-14.6,-14.7,-14,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100829,0.05,0.18,0.51,1.6,26.54,178,77,12,4,0,23.1,-2.9,30.5,15.6,-14.5,-14.7,-13.9,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100830,0.05,0.18,0.51,1.68,26.62,179,78,13,4,0,22.8,-2.9,30.3,15.4,-14.5,-14.7,-13.9,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100831,0.05,0.18,0.51,1.75,26.7,179,79,14,4,0,22.6,-2.9,30.1,15.2,-14.4,-14.6,-13.8,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100901,0.05,0.18,0.53,0.08,26.77,180,80,14,4,0,22.4,-2.9,29.8,15,-14.4,-14.6,-13.7,-14.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100902,0.08,0.18,0.53,0.15,26.85,181,81,15,4,0,22.2,-2.9,29.6,14.8,-14.3,-14.6,-13.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100903,0.08,0.18,0.53,0.23,26.92,181,82,15,4,0,22,-2.9,29.4,14.6,-14.3,-14.6,-13.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100904,0.08,0.18,0.56,0.3,27,182,83,16,4,0,21.8,-2.9,29.2,14.3,-14.3,-14.6,-13.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100905,0.08,0.2,0.56,0.38,27.08,183,84,17,4,0,21.6,-2.9,28.9,14.1,-14.2,-14.6,-13.5,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100906,0.08,0.2,0.56,0.48,27.18,184,85,18,5,0,21.3,-2.9,28.7,13.9,-14.2,-14.5,-13.4,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100907,0.08,0.2,0.56,0.56,27.25,185,86,18,5,0,21.1,-3,28.5,13.7,-14.2,-14.5,-13.4,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100908,0.08,0.2,0.58,0.64,27.33,186,87,19,5,0,20.8,-3,28.2,13.4,-14.1,-14.4,-13.3,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100909,0.08,0.2,0.58,0.74,27.43,187,88,20,5,0,20.6,-3,28,13.2,-14.1,-14.4,-13.3,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100910,0.08,0.2,0.58,0.81,27.51,188,89,20,5,0,20.4,-3.1,27.7,13,-14,-14.4,-13.2,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100911,0.08,0.23,0.58,0.91,27.61,189,90,21,5,0,20.1,-3.1,27.5,12.8,-14,-14.4,-13.2,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100912,0.08,0.23,0.61,1.02,27.71,189,91,21,5,0,19.9,-3.1,27.2,12.6,-13.9,-14.4,-13.1,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100913,0.08,0.23,0.61,1.12,27.81,190,92,22,5,0,19.6,-3.1,26.9,12.3,-13.9,-14.3,-13.1,-14.2
