STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-25PCTL,DLY-PRCP-50PCTL,DLY-PRCP-75PCTL,MTD-PRCP-NORMAL,YTD-PRCP-NORMAL,DLY-PRCP-PCTALL-GE001HI,DLY-PRCP-PCTALL-GE010HI,DLY-PRCP-PCTALL-GE050HI,DLY-PRCP-PCTALL-GE100HI,DLY-SNOW-PCTALL-GE001TI,DLY-TAVG-NORMAL,DLY-DUTR-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL,DLY-TAVG-STDDEV,DLY-DUTR-STDDEV,DLY-TMAX-STDDEV,DLY-TMIN-STDDEV
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100914,0.08,0.23,0.61,1.22,27.91,190,93,22,5,0,19.4,-3.1,26.7,12.1,-13.9,-14.3,-13,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100915,0.08,0.23,0.64,1.32,28.02,191,94,23,5,0,19.1,-3.2,26.4,11.8,-13.9,-14.3,-12.9,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100916,0.08,0.25,0.64,1.42,28.12,192,96,23,5,0,18.9,-3.2,26.2,11.6,-13.8,-14.3,-12.9,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100917,0.1,0.25,0.64,1.55,28.24,193,97,24,5,-9999,18.6,-3.2,25.9,11.3,-13.8,-14.3,-12.8,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100918,0.1,0.25,0.66,1.65,28.35,195,99,24,5,-9999,18.3,-3.2,25.6,11.1,-13.8,-14.3,-12.8,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100919,0.1,0.25,0.66,1.75,28.45,196,100,25,5,-9999,18.1,-3.3,25.3,10.8,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100920,0.1,0.28,0.66,1.88,28.58,197,101,25,5,-9999,17.8,-3.3,25.1,10.6,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100921,0.1,0.28,0.66,2.01,28.7,197,103,26,5,-9999,17.6,-3.3,24.8,10.3,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100922,0.1,0.28,0.69,2.11,28.8,198,104,26,5,-9999,17.3,-3.4,24.5,10.1,-13.7,-14.2,-12.6,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100923,0.1,0.28,0.69,2.24,28.93,198,105,27,5,-9999,17.1,-3.4,24.2,9.9,-13.7,-14.2,-12.6,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100924,0.1,0.28,0.69,2.36,29.06,199,107,27,5,-9999,16.8,-3.4,23.9,9.7,-13.7,-14.2,-12.6,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100925,0.1,0.3,0.69,2.49,29.18,199,108,27,5,-9999,16.6,-3.5,23.7,9.4,-13.7,-14.1,-12.6,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100926,0.1,0.3,0.69,2.59,29.29,200,109,27,5,-9999,16.3,-3.6,23.4,9.2,-13.7,-14.1,-12.5,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100927,0.1,0.3,0.71,2.72,29.41,200,110,27,5,-9999,16.1,-3.6,23.1,8.9,-13.7,-14.1,-12.5,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100928,0.1,0.3,0.71,2.82,29.51,201,111,27,5,-9999,15.8,-3.6,22.9,8.7,-13.6,-14.1,-12.5,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100929,0.1,0.3,0.71,2.95,29.64,202,113,28,5,-9999,15.6,-3.7,22.6,8.5,-13.7,-14.1,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20100930,0.13,0.33,0.71,3.07,29.77,203,114,28,5,-9999,15.3,-3.7,22.3,8.3,-13.7,-14.1,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101001,0.13,0.33,0.71,0.13,29.9,203,116,28,5,7,15.1,-3.8,22.1,8.1,-13.7,-14.1,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101002,0.13,0.33,0.71,0.23,30,205,117,28,5,8,14.8,-3.8,21.8,7.8,-13.7,-14.1,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101003,0.13,0.33,0.74,0.36,30.12,206,119,28,5,9,14.6,-3.9,21.5,7.6,-13.7,-14.1,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101004,0.13,0.33,0.74,0.48,30.25,207,121,28,5,11,14.3,-3.9,21.2,7.4,-13.7,-14,-12.4,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101005,0.13,0.33,0.74,0.61,30.38,208,122,28,5,12,14.1,-4,21,7.2,-13.7,-14,-12.5,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101006,0.13,0.36,0.74,0.71,30.48,208,124,28,5,13,13.8,-4.1,20.7,7,-13.7,-14,-12.5,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101007,0.13,0.36,0.74,0.84,30.61,209,125,28,5,14,13.6,-4.1,20.4,6.8,-13.7,-14,-12.5,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101008,0.13,0.36,0.74,0.97,30.73,210,126,27,5,16,13.4,-4.2,20.2,6.6,-13.7,-14,-12.5,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101009,0.13,0.36,0.74,1.07,30.84,210,127,27,5,17,13.2,-4.2,19.9,6.4,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101010,0.13,0.36,0.74,1.19,30.96,212,129,27,5,19,12.9,-4.3,19.7,6.2,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101011,0.13,0.36,0.74,1.32,31.09,213,130,27,5,21,12.7,-4.4,19.4,6.1,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101012,0.13,0.36,0.74,1.42,31.19,215,132,26,5,23,12.5,-4.4,19.2,5.8,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101013,0.13,0.36,0.74,1.55,31.32,217,133,26,4,24,12.3,-4.5,18.9,5.7,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101014,0.13,0.36,0.74,1.68,31.45,219,135,26,4,26,12.1,-4.6,18.7,5.5,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101015,0.1,0.36,0.74,1.8,31.57,221,136,26,4,28,11.8,-4.7,18.4,5.3,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101016,0.1,0.36,0.74,1.93,31.7,223,137,25,4,30,11.7,-4.7,18.2,5.1,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101017,0.1,0.36,0.74,2.06,31.83,225,138,25,4,32,11.4,-4.8,17.9,4.9,-13.8,-14,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101018,0.1,0.36,0.74,2.18,31.95,228,140,25,4,34,11.2,-4.9,17.7,4.8,-13.8,-14.1,-12.6,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101019,0.1,0.36,0.74,2.31,32.08,230,141,25,4,36,11,-4.9,17.4,4.6,-13.8,-14.1,-12.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101020,0.1,0.36,0.74,2.44,32.21,232,142,24,4,39,10.8,-5.1,17.2,4.4,-13.8,-14.1,-12.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101021,0.1,0.36,0.74,2.57,32.33,235,143,24,4,41,10.6,-5.1,16.9,4.2,-13.8,-14.1,-12.7,-14.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101022,0.1,0.36,0.74,2.69,32.46,238,144,23,4,43,10.4,-5.2,16.7,4.1,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101023,0.1,0.36,0.74,2.79,32.56,241,145,23,4,46,10.2,-5.3,16.4,3.9,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101024,0.1,0.33,0.74,2.92,32.69,244,146,23,3,49,9.9,-5.3,16.2,3.7,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101025,0.1,0.33,0.74,3.05,32.82,247,148,23,3,52,9.7,-5.4,15.9,3.6,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101026,0.1,0.33,0.71,3.2,32.97,250,149,23,3,55,9.5,-5.5,15.6,3.3,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101027,0.1,0.33,0.71,3.33,33.1,253,150,22,3,58,9.3,-5.6,15.3,3.2,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101028,0.1,0.33,0.71,3.45,33.22,256,150,22,3,61,9.1,-5.7,15.1,3,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101029,0.08,0.33,0.71,3.58,33.35,259,151,21,3,64,8.8,-5.8,14.8,2.8,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101030,0.08,0.33,0.71,3.73,33.5,261,152,21,3,67,8.6,-5.8,14.6,2.6,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101031,0.08,0.33,0.71,3.86,33.63,264,152,20,3,70,8.3,-5.9,14.3,2.4,-13.8,-14.1,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101101,0.08,0.3,0.69,0.13,33.76,266,152,20,3,74,8.1,-6.1,14,2.2,-13.8,-14.2,-12.7,-14.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101102,0.08,0.3,0.69,0.25,33.88,269,152,20,3,78,7.9,-6.1,13.7,2.1,-13.8,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101103,0.08,0.3,0.69,0.38,34.01,272,152,19,3,82,7.6,-6.2,13.4,1.8,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101104,0.08,0.3,0.69,0.51,34.14,275,152,19,3,86,7.4,-6.3,13.1,1.7,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101105,0.08,0.3,0.69,0.64,34.26,278,152,19,2,90,7.1,-6.4,12.8,1.4,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101106,0.08,0.28,0.66,0.76,34.39,281,152,18,2,94,6.9,-6.5,12.6,1.2,-13.7,-14.2,-12.7,-14.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101107,0.08,0.28,0.66,0.89,34.52,284,152,18,2,98,6.6,-6.6,12.2,1.1,-13.7,-14.2,-12.7,-14
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101108,0.08,0.28,0.66,1.02,34.65,286,152,18,2,102,6.4,-6.7,11.9,0.8,-13.7,-14.2,-12.7,-14
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101109,0.08,0.28,0.66,1.14,34.77,289,152,18,2,106,6.1,-6.8,11.6,0.6,-13.6,-14.2,-12.7,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101110,0.08,0.28,0.64,1.27,34.9,291,151,18,2,110,5.8,-6.8,11.3,0.4,-13.6,-14.2,-12.7,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101111,0.08,0.25,0.64,1.4,35.03,293,151,18,2,114,5.6,-6.9,11,0.2,-13.6,-14.3,-12.7,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101112,0.08,0.25,0.64,1.52,35.15,294,151,18,2,119,5.3,-7.1,10.7,-0.1,-13.6,-14.3,-12.6,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101113,0.08,0.25,0.64,1.65,35.28,296,150,17,2,123,5.1,-7.1,10.4,-0.3,-13.6,-14.3,-12.6,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101114,0.08,0.25,0.64,1.78,35.41,296,150,17,2,128,4.8,-7.2,10.1,-0.4,-13.6,-14.3,-12.6,-13.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101115,0.08,0.25,0.61,1.9,35.53,297,149,17,2,132,4.6,-7.3,9.8,-0.7,-13.6,-14.3,-12.6,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101116,0.08,0.25,0.61,2.01,35.64,299,149,17,2,137,4.3,-7.4,9.4,-0.9,-13.6,-14.3,-12.7,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101117,0.08,0.25,0.61,2.13,35.76,300,149,17,2,142,4,-7.5,9.2,-1.1,-13.5,-14.4,-12.7,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101118,0.08,0.23,0.61,2.26,35.89,301,149,17,2,147,3.8,-7.6,8.8,-1.3,-13.5,-14.4,-12.7,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101119,0.08,0.23,0.61,2.39,36.02,302,149,17,2,152,3.5,-7.7,8.6,-1.6,-13.5,-14.4,-12.7,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101120,0.08,0.23,0.58,2.51,36.14,303,149,17,2,157,3.2,-7.8,8.3,-1.8,-13.5,-14.4,-12.7,-13.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101121,0.08,0.23,0.58,2.62,36.25,304,149,17,2,162,3,-7.8,7.9,-2,-13.5,-14.4,-12.7,-13.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101122,0.08,0.23,0.58,2.74,36.37,305,149,17,2,167,2.7,-7.9,7.7,-2.2,-13.5,-14.5,-12.7,-13.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101123,0.08,0.23,0.58,2.87,36.5,306,149,17,2,171,2.5,-8,7.4,-2.4,-13.4,-14.5,-12.7,-13.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101124,0.08,0.23,0.56,3,36.63,307,148,17,2,176,2.2,-8.1,7.1,-2.6,-13.4,-14.5,-12.7,-13.7
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101125,0.08,0.23,0.56,3.1,36.73,308,148,17,2,181,2,-8.2,6.8,-2.8,-13.4,-14.6,-12.7,-13.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101126,0.08,0.23,0.56,3.23,36.86,309,148,17,2,187,1.8,-8.2,6.6,-3,-13.4,-14.6,-12.7,-13.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101127,0.08,0.23,0.56,3.33,36.96,310,147,17,2,192,1.6,-8.3,6.3,-3.2,-13.4,-14.6,-12.8,-13.6
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101128,0.08,0.2,0.56,3.45,37.08,310,147,17,2,196,1.3,-8.4,6,-3.3,-13.4,-14.6,-12.8,-13.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101129,0.08,0.2,0.53,3.56,37.19,311,146,17,2,201,1.1,-8.5,5.8,-3.6,-13.4,-14.6,-12.8,-13.5
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101130,0.08,0.2,0.53,3.68,37.31,311,146,17,2,205,0.9,-8.6,5.6,-3.7,-13.4,-14.7,-12.8,-13.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101201,0.08,0.2,0.53,0.13,37.44,312,146,17,2,208,0.7,-8.6,5.3,-3.9,-13.4,-14.7,-12.8,-13.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101202,0.08,0.2,0.53,0.25,37.57,312,146,17,2,212,0.6,-8.7,5.1,-4,-13.4,-14.7,-12.8,-13.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101203,0.08,0.2,0.53,0.36,37.67,312,146,17,2,216,0.3,-8.7,4.9,-4.2,-13.3,-14.7,-12.8,-13.4
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101204,0.08,0.2,0.53,0.48,37.8,313,145,17,2,220,0.2,-8.8,4.7,-4.3,-13.3,-14.7,-12.9,-13.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101205,0.08,0.2,0.51,0.61,37.92,314,145,17,2,225,0,-8.9,4.4,-4.4,-13.4,-14.7,-12.9,-13.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101206,0.08,0.2,0.51,0.74,38.05,314,145,17,2,229,-0.2,-8.9,4.3,-4.6,-13.4,-14.7,-12.9,-13.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101207,0.08,0.2,0.51,0.84,38.15,315,145,17,2,233,-0.3,-9,4.1,-4.7,-13.4,-14.7,-12.9,-13.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101208,0.08,0.2,0.51,0.97,38.28,316,145,17,2,237,-0.4,-9,3.9,-4.8,-13.4,-14.8,-13,-13.3
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101209,0.08,0.2,0.51,1.07,38.38,316,146,17,2,241,-0.6,-9.1,3.8,-4.9,-13.4,-14.8,-13,-13.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101210,0.08,0.2,0.51,1.19,38.51,317,146,17,2,245,-0.7,-9.1,3.7,-5,-13.4,-14.8,-13.1,-13.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101211,0.08,0.2,0.48,1.3,38.61,318,146,17,2,248,-0.8,-9.2,3.5,-5.1,-13.4,-14.8,-13.1,-13.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101212,0.08,0.2,0.48,1.42,38.74,319,146,17,2,252,-0.9,-9.2,3.4,-5.2,-13.4,-14.8,-13.1,-13.2
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101213,0.08,0.2,0.48,1.55,38.86,320,146,17,2,256,-1,-9.2,3.3,-5.3,-13.3,-14.8,-13.1,-13.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101214,0.08,0.2,0.48,1.65,38.96,321,146,16,2,259,-1.1,-9.3,3.2,-5.3,-13.3,-14.8,-13.1,-13.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101215,0.05,0.2,0.48,1.78,39.09,322,146,16,2,262,-1.2,-9.3,3.1,-5.4,-13.3,-14.8,-13.1,-13.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101216,0.05,0.2,0.46,1.88,39.19,323,146,16,2,265,-1.2,-9.3,3,-5.4,-13.3,-14.8,-13.1,-13.1
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101217,0.05,0.2,0.46,2.01,39.32,324,145,16,2,268,-1.3,-9.3,2.9,-5.5,-13.3,-14.7,-13.1,-13
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101218,0.05,0.2,0.46,2.11,39.42,325,144,16,2,271,-1.3,-9.4,2.8,-5.6,-13.3,-14.7,-13.2,-13
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101219,0.05,0.2,0.46,2.24,39.55,326,144,16,2,274,-1.4,-9.4,2.8,-5.6,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101220,0.05,0.2,0.46,2.34,39.65,327,143,15,2,276,-1.4,-9.4,2.7,-5.6,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101221,0.05,0.2,0.46,2.46,39.78,328,143,15,2,278,-1.5,-9.4,2.7,-5.7,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101222,0.05,0.2,0.46,2.57,39.88,328,142,15,2,279,-1.5,-9.4,2.7,-5.7,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101223,0.05,0.2,0.46,2.69,40,329,141,15,2,280,-1.6,-9.4,2.6,-5.7,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101224,0.05,0.18,0.43,2.79,40.11,329,141,15,2,281,-1.6,-9.4,2.6,-5.7,-13.3,-14.7,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101225,0.05,0.18,0.43,2.92,40.23,329,140,15,2,282,-1.6,-9.4,2.6,-5.7,-13.3,-14.6,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101226,0.05,0.18,0.43,3.02,40.34,329,140,15,2,282,-1.6,-9.4,2.6,-5.7,-13.3,-14.6,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101227,0.05,0.18,0.43,3.15,40.46,329,139,15,1,283,-1.6,-9.4,2.6,-5.8,-13.3,-14.6,-13.2,-12.9
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101228,0.05,0.18,0.43,3.25,40.56,329,139,15,1,283,-1.6,-9.4,2.6,-5.8,-13.3,-14.6,-13.2,-12.8
GHCND:USW00024127,SALT LAKE CITY INTERNATIONAL AIRPORT UT US,1287.8,40.7781,-111.9694,20101229,0.05,0.18,0.43,3.38,40.69,329,139,14,1,284,-1.6,-9.4,2.6,-5.8,-13.3,-14.6,-13.1,-12.8
